單字	詞性	中文解釋	例句
knot	n.	結	The clerk tied the ribbon in a beautiful _____ and then attached it to the gift box.
knot	v.	打結	Karen wore a silk scarf loosely _____ted around her neck.
lettuce	n.	萵苣	Would you like some _____ on your sandwich?
melon	n.	瓜	Debby ate a slice of _____ for dessert.
navy	n.	海軍	Ronald joined the _____ when he was twenty.
oven	n.	烤箱	Check the turkey in the _____ to see if it is cooked thoroughly.
pint	n.	品脫	Please buy a _____ of milk for me on your way home.
ray	n.	光線	A _____ of sunlight came through the dark cloud.
ripe	adj.	成熟的	Peaches turn sweet when they are _____.
scale	n.	規模；秤	The full _____ of the accident was reported in the morning news.
skillful	adj.	熟練的	Most of the teenagers are _____ at using social media.
steam	n.	蒸氣	_____ is rising from the boiling soup.
steam	v.	冒蒸氣	The kettle is _____ing on the stove.
subtract	v.	減去	_____ three from eight and you get five.
thankful	adj.	感謝的	I'm _____ to you for giving me this chance.
violet	adj.	紫羅蘭色的	The actor has beautiful _____ eyes.
violet	n.	紫羅蘭	Grandma planted some _____s in her garden, and the small purple flowers made it look great.
warmth	n.	溫暖	The _____ of the fire made me feel sleepy.
avenue	n.	大道	Fifth _____ in New York City is famous for the luxurious shops along its two sides.
buffet	n.	自助餐	To keep in shape, you had better not have all-you-can-eat _____ too often.
cinema	n.	電影院	What's on at the _____ now?
creator	n.	創造者	Jerry Siegel and Joe Shuster are the _____s of Superman.
drag	v.	拖，拉	The boy _____ged the heavy bag across the room.
drag	n.	令人厭煩的事	An hour's commute to work is really a _____.
flame	n.	火焰	The log cabin in the forest was in _____s.
flame	v.	燃燒	The car hit the utility pole and _____d up.
glory	n.	光榮	The tall building was one of the _____ of the city.
grocery	n.	食品雜貨	Let's get some _____s.
horn	n.	角；喇叭	The rhinos are illegally hunted for their _____s.
import	n.	進口品	Some _____s like fruits and vegetables have quite an impact on the local farmers.
import	v.	進口	Due to lack of natural resources, the country has to _____ oil, gas, and metals from other countries.
koala	n.	無尾熊	_____s are fed on eucalyptus leaves.
lick	v.	舔	The cat _____ed the plate clean.
lick	n.	舔	May I have a _____ of the honey?
melt	v.	融化	The snow _____ed in the sunlight.
outline	n.	輪廓，大綱	The teacher told the boy to draw an _____ of the house and then give it colors.
outline	v.	畫出輪廓	Sue _____d the map of Taiwan on the blackboard.
owl	n.	貓頭鷹	Lisa is a night _____. She always binge-watches the latest television season at night.
pit	n.	坑	The cyclist fell into a _____ by accident.
recorder	n.	錄音機	Tape _____s had been replaced by CD players.
rot	v.	腐爛	The fallen leaves _____ted away and surrendered their nutrients to the soil.
rot	n.	腐爛	The damp has resulted in the _____ of furniture.
scarf	n.	圍巾	Eric bought a silk _____ for his girlfriend as her birthday gift.
sleeve	n.	袖子	The worker rolled up her _____s and began to work.
steep	adj.	陡峭的	The tower stands on the _____ hill; it is not easy to reach there.
suburb	n.	郊區	Yokohama is a _____ of Tokyo.
thirst	n.	口渴	After a workout, water is the best drink to quench your _____.
volleyball	n.	排球	In recent years, there have been more and more people showing interest in _____.
waterfall	n.	瀑布	The tourists came in sight of a great _____.
awaken	v.	喚醒	People must be _____ed to the danger of being overweight.
bulb	n.	燈泡	The lamp takes a 20-watt _____.
circus	n.	馬戲團	The children are excited about going to the _____.
cruel	adj.	殘忍的	That man is _____ to his dog.
dragonfly	n.	蜻蜓	The professor specializes in the study of _____es.
flashlight	n.	手電筒	I walked in the dark woods with a _____ in my hand.
glow	n.	發光	The room was in complete darkness, except for a dim _____ from my smartphone.
glow	v.	發光	The fireflies are _____ing in the dark.
gum	n.	口香糖	It is said that chewing _____ is forbidden in Singapore.
hourly	adj.	每小時的	Normally a lawyer charges an _____ fee for giving legal advice.
hourly	adv.	每小時地	The trains run _____.
indoor	adj.	室內的	Table tennis is an _____ sport.
lace	n.	蕾絲；鞋帶	Some girls like to wear skirts with beautiful _____.
lace	v.	繫帶	The man bent over to _____ up his shoes.
loaf	n.	一條(麵包)	My mother baked three _____es of bread.
mend	v.	修理	The roof is leaking, so some workers are busy _____ing it.
overseas	adv.	在海外	Many people travel _____ on their holidays.
overseas	adj.	海外的	We have many _____ students at our university.
ox	n.	公牛	The farmers used to keep a lot of _____en for plow.
playful	adj.	愛玩的	Dodo is a _____ little dog. He is very friendly toward human.
rectangle	n.	長方形	The math teacher drew a _____ on the blackboard.
rumor	n.	謠言	_____ has it that the mayor will resign.
rumor	v.	謠傳	It's widely _____ed that the CEO will be fired.
scissors	n.	剪刀	Be careful. This pair of _____ is very sharp.
slender	adj.	苗條的	This model has a _____ figure and confidence.
stiff	adj.	僵硬的	Sitting at a computer all day gave me a _____ neck.
stiff	adv.	極度地	I am bored _____. The movie is awful.
suck	v.	吸	Stop _____ing your thumb.
suck	n.	吸吮	The kitten is taking its _____ of milk.
thread	n.	線	My grandmother sewed the skirt with cotton _____.
thread	v.	穿線	My father put on his glasses and _____ed a needle.
voter	n.	選民	Most of the _____s are willing to poll and elect a new leader.
weapon	n.	武器	Silence is sometimes the most effective _____.
baggage	n.	行李	The passenger paid for his excess _____.
bull	n.	公牛	Part of Peter's job is to milk the cows and feed the _____s on the farm.
clay	n.	黏土	The child broke a _____ pot accidentally.
dam	n.	水壩	Hoover _____ is one of the famous tourist attractions in the United States.
dam	v.	築壩	The government planned to _____ Yangtze River.
drip	n.	滴水聲	I heard the _____ of the rain from the roof which kept me awake all night.
drip	v.	滴下	Because of the downpour, Theo's clothes are soaking wet and even his hair is _____ping.
flesh	n.	肉	Tigers and lions live on _____.
golf	n.	高爾夫球	Henry spends most of his free time playing _____.
hairdresser	n.	美髮師	Do you think I should go to the _____ to dye my hair brown?
housekeeper	n.	管家	Mrs. Wang doesn't have to worry about housework because she has a _____.
inner	adj.	內部的	It is safer to keep your wallet in the _____ pocket of your jacket.
laughter	n.	笑聲	My classmates burst into _____.
locate	v.	位於；找到	The police finally _____d the missing boy.
merry	adj.	歡樂的	Sandra is singing a _____ tune.
owe	v.	欠	Janet _____d me NT$300 for the train ticket.
pal	n.	夥伴	Jamie has been my best _____ since childhood.
plug	n.	插頭	It is safer to take out the _____ when you don't use the charger.
plug	v.	塞住	Some leaves _____ged up the drainpipe.
regret	v.	後悔，遺憾	Mandy doesn't _____ giving up the chance of studying abroad.
regret	n.	後悔，遺憾	The boss expressed deep _____ for the factory closures.
satisfactory	adj.	令人滿意的	The teacher didn't think my report _____ and told me to write it again.
scout	n.	童子軍；偵察	As a _____, Anthony has learned some survival skills.
scout	v.	偵察	The camper is _____ing for a place to pitch camp.
slice	n.	薄片	Can I have a _____ of beef?
slice	v.	切片	Patty _____d some bread and tomatoes to make sandwich.
studio	n.	工作室	The director showed us around the _____.
sum	n.	總數	Josh spent a large _____ of money on clothes and shoes.
sum	v.	總結	The writer _____med up the main ideas in the last chapter.
thumb	n.	拇指	The cook accidentally cut her _____ when she sliced the mushrooms.
thumb	v.	豎起拇指要求搭車	The boy _____ed a ride to town.
wagon	n.	馬車	In some movies, we can see people traveling in _____s.
weave	v.	編織	In ancient times, women should learn how to _____ clothes before they got married.
weave	n.	編法	The vest has a tight _____.
bait	n.	誘餌	Jerry likes fishing and often uses worms as _____.
bait	v.	裝餌於	The hunter _____ed the trap for rabbits.
bullet	n.	子彈	The _____ hit the robber in the leg.
closet	n.	壁櫥	My _____ is full of clothes.
dare	aux.	敢	The students _____ not break the class rules again for fear of being punished.
dare	v.	敢	The shy boy doesn't _____ to ask the girl out.
dare	n.	挑戰	Simon gets on a roller coaster on a _____.
drown	v.	淹死	The kid fell into the river and was _____ed in it.
flour	n.	麵粉	Bread is made from _____.
gossip	n.	八卦，閒聊	The colleagues exchanged a few juicy pieces of office _____ during lunch break.
gossip	v.	閒聊	The people in the town are _____ing about the new lover of the old man.
hallway	n.	走廊	The _____ leading to my bedroom is lined with framed photos of my family.
hug	n.	擁抱	As soon as the grandmother saw her grandson, she gave him a big _____.
hug	v.	擁抱	The little girl _____ged her doll tightly.
innocent	adj.	無罪的；天真的	The man was released when he was found _____ of any crime.
laundry	n.	洗衣店；待洗衣物	My husband always has his suits dry-cleaned in the _____.
log	n.	圓木	Let's put another _____ on the fire.
log	v.	伐木	The rainforests around the world are being _____ged for paper.
mess	n.	混亂	My friend always makes a _____ in the kitchen when he tries to cook.
mess	v.	弄亂	I spent hours cleaning up the house, but it took my children only a few minutes to _____ it up.
pad	n.	墊子，護墊	The soccer player is wearing knee _____s to protect his knees.
pad	v.	填塞	The seats are _____ded with foam.
pancake	n.	煎餅	Jenny likes to have _____s for breakfast.
politician	n.	政治人物	The scandal of taking bribes ruined the career of the _____.
restrict	v.	限制	The government announced policy to _____ freedom of movement into the country.
saving	n.	存款	You should deposit your _____s in a _____s account.
screw	v.	用螺絲固定	Tom _____ed a picture to the wall.
screw	n.	螺絲	I tightened the _____ with a screwdriver.
slope	n.	斜坡	The elementary school near my house is built on a _____.
summary	n.	摘要	The teacher asked us to read the article and then write a _____ of it.
suspicion	n.	懷疑	Her boyfriend's strange behavior aroused Melissa's _____.
tighten	v.	變緊	I _____ed the strings on the guitar.
wander	v.	漫遊	The homeless man _____s around the street every day.
wander	n.	漫步	The tourists had a _____ around this ancient city.
wipe	v.	擦拭	The girl _____d her dirty hands with a wet towel.
wipe	n.	擦拭	You need to give the dusty windows a quick _____ so that we can see the views outside clearly.
barn	n.	穀倉	The farmer stored hay and some tools in the _____. [1]
bunch	n.	串，束	Buck gave his girlfriend a _____ of roses. [1]
clothe	v.	給...穿衣	The models were _____d in the latest fashion. [1]
darling	n.	親愛的人	My _____, I love you very much. [2]
darling	adj.	親愛的	Peter is my _____ son. I won't let anyone hurt him. [2]
drugstore	n.	藥妝店	Many tourists buy medicine and cosmetics at _____s in Japan. [2]
flute	n.	長笛	John plays the _____ in the orchestra. [2]
grasshopper	n.	蚱蜢	Most _____s feed on crops. [2]
hammer	n.	鐵鎚	The paintings went under the _____ at an auction. [2]
hammer	v.	搥打	The carpenter is _____ing the nail into the board. [3]
hum	v.	哼唱，發出嗡嗡聲	I heard bees _____ming around flowers in the park yesterday. [3]
jail	n.	監獄	The man spent 10 years in _____ for robbery. [3]
jail	v.	監禁	The banker was _____ed for 2 years for crime. [3]
lifetime	n.	一生	Society has changed greatly during my _____. [4]
loose	adj.	寬鬆的，鬆脫的	It's more comfortable to wear _____ clothes when you exercise. [4]
loosely	adv.	寬鬆地	The coat hung _____ on his body. [4]
microphone	n.	麥克風	The chairman spoke into a _____ in the meeting. [4]
parade	n.	遊行	Many cities in the United States usually have _____s on Independence Day. [5]
parade	v.	遊行	The marchers will _____ through the streets to fight for equal rights. [5]
pat	v.	輕拍	My friend _____ted me on the shoulder. [5]
pat	n.	輕拍	Nina always gives her cat a _____ on the head before she goes to work. [5]
poll	n.	民意調查	Most recent _____s show that support for the government is declining. [5]
poll	v.	獲得(選票)	The candidate _____ed over 75% of the votes. [6]
ribbon	n.	緞帶	Nina wore a purple _____ in her hair today. [6]
scatter	v.	撒，散布	The workers are _____ing gravel on the road. [6]
scatter	n.	散布	Ann found a _____ of houses on the farm when she looked out of the train window. [6]
scattered	adj.	散布的	The weather forecast said there would be _____ showers in the afternoon. [6]
scrub	n.	刷洗	The street vender gives the food truck a good _____ every day. [7]
scrub	v.	刷洗	Mrs. Chen _____bed the kitchen floor with a brush. [7]
snap	v.	斷裂	The rope _____ped when we pulled it too tight. [7]
snap	n.	啪搭聲	My mother closed the jewelry box with a _____. [7]
surround	v.	圍繞	Due to the scandal, the actor was _____ed by many reporters. [7]
surrounding	adj.	周圍的	The plague spread to the _____ villages. [8]
swear	v.	發誓	Amy swore she knew nothing about the news. [8]
timber	n.	木材	Japan imports most of its _____ from Thailand. [8]
wax	n.	蠟	The special doll is made of _____. [8]
wax	v.	打蠟	Henry _____es his car once a month. [8]
wisdom	n.	智慧	The old man, with great _____ and experience, gave me a piece of advice. [9]
barrel	n.	桶	The wine is put in oak _____s and left to mature in the cellar. [9]
bundle	n.	捆，束	The singer receives a _____ of letters from her fans every day. [9]
cock	n.	公雞	At 5 a.m. the _____ starts to crow. [9]
dash	n.	衝刺	When the door opened, the worshippers made a _____ for the incense burner. [9]
hut	n.	小屋	The mountain _____ where the man lives hardly has any modern facilities. [10]
jazz	n.	爵士樂	Brian is a huge fan of _____. [10]
lighthouse	n.	燈塔	A _____ shows ships the way into the port. [10]
loser	n.	輸家	You have to learn to be a good _____. [10]
missile	n.	飛彈	The army attacked a terrorist base with _____s. [10]
parcel	n.	包裹	_____s of food and clean water were delivered to the disaster area within 24 hours. [11]
parcel	v.	打包	The clerk _____ed up the products to send. [11]
permit	v.	允許	The teacher doesn't _____ his students to chat in class. [11]
permit	n.	許可證	You must get a _____ so that you can fish here. [11]
porcelain	n.	瓷器	Mr. Wang has a valuable _____ collection in his house. [11]
roar	n.	吼叫聲	The tiger in the zoo let out a _____ when we walked past its cage. [12]
roar	v.	吼叫	A lion was _____ing in the cage. You could even hear it in the distance. [12]
scholar	n.	學者	Mr. Wang is a distinguished _____ of ancient Greek civilization. [12]
separation	n.	分離	The couple began to live together again after a _____ of two years. [12]
sometime	adv.	在某個時候	My friend will call on me _____ next month. [13]
survivor	n.	生還者	The boy was the only _____ of the car crash. [13]
sword	n.	劍	The brave king drew his _____ to kill a poisonous snake. [13]
tobacco	n.	菸草	The government is considering a ban on _____ advertising in public places. [13]
weaken	v.	使虛弱	The high fever _____ed the patient. [13]
wrap	v.	包裝，包覆	Kelly felt cold and _____ped herself in a wool blanket. [14]
wrap	n.	包裝紙	I bought a lot of cards and gift _____ for the Christmas party. [14]
ache	n.	疼痛	Jerry felt a dull _____ in his chest. He was afraid that he might have a heart disease. [14]
ache	v.	疼痛	Elsa's ankles _____d from wearing the new pair of high heels. [14]
bead	n.	珠子	The actress walked the red carpet wearing a necklace of crystal _____. [15]
bead	v.	冒汗珠	After running for 30 minutes, the marathon runners' forehead was _____ed with sweat. [15]
bury	v.	埋葬	My grandparents were _____ed in the same cemetery. [15]
cocktail	n.	雞尾酒	My favorite _____ is mojito. [15]
database	n.	資料庫	The company's reputation was damaged because its online _____ was hacked. [15]
dumpling	n.	餃子	Do you prefer beef or pork _____s? [16]
follower	n.	追隨者	Although Sue lost the legislator's race, her _____s want her to run for the president. [16]
handy	adj.	方便的	With the _____ cash on delivery, more and more people shop online now. [16]
harvest	n.	收成	Due to climate change, the farmers have been having bad _____s for years. [16]
harvest	v.	收成	The heavy rain stopped the farmers from _____ing their crops. [17]
inn	n.	小旅館	An _____ is a small hotel. [17]
jealous	adj.	嫉妒的	Ian is _____ of such a well-paid job that Mike has got. [17]
lightning	n.	閃電	A flash of _____ lit up the sky. [17]
mall	n.	購物中心	The company planned to build a shopping _____ in the downtown. [17]
mob	n.	暴民	The angry _____ surrounded the mayor's official residence and was ready to rush in. [18]
mob	v.	團團圍住	The superstar was _____bed by his fans in the airport. [18]
parrot	n.	鸚鵡	Can your _____ learn to talk like a human being? [18]
parrot	v.	鸚鵡學舌般地複述	Don't _____ anything that others say. You need to practice critical thinking. [18]
photographer	n.	攝影師	As a professional _____, Tina always carries her camera. [18]
portion	n.	一部分	The investor took away a large _____ of the profit. [19]
portion	v.	分配	The central kitchen _____s and packs thousands of in-flight meals a day. [19]
roast	adj.	烘烤的	Would you like some _____ beef for dinner? [19]
roast	n.	烤肉	I prepared a _____ for the potluck party. [19]
roast	v.	烘烤	The cook _____ed the chicken until it was golden brown. [19]
seal	n.	印章，封印	The file carried a _____ of the President. [20]
seal	v.	密封	The worker _____ed the boxes with tape in the factory. [20]
sexual	adj.	性別的	The woman thought her boss broke the _____ equality law. [20]
spice	n.	香料	Herbs and _____s enrich the flavors of our food. [20]
spice	v.	加香料	Ben _____d his Coke with lemon. [21]
swan	n.	天鵝	There are several _____s gliding across the water. [21]
tag	n.	標籤	If you want to return the shirt purchased online, you can't remove its price _____. [21]
tag	v.	貼標籤	The clerk _____ged the items that would be sold. [21]
ton	n.	噸	The total weight of the coal is roughly twenty _____s. [21]
wed	v.	結婚	After an 8-year relationship, the couple eventually decides to _____ next spring. [22]
adviser	n.	顧問	The investment _____ has a lot of fans. [22]
beast	n.	野獸	The lion is called the king of _____s. [22]
buzz	n.	嗡嗡聲	The constant _____ of the old air-conditioner is really annoying. [22]
buzz	v.	發出嗡嗡聲	There is something _____ing in the distance. [22]
coconut	n.	椰子	People on some Pacific islands use _____s as staples. [23]
dawn	n.	黎明	I must get up at the break of _____. [23]
dawn	v.	明白，頓悟	After the police completed the investigation into the murder, the truth about this crime _____ed. [23]
dust	n.	灰塵	The house has been deserted for a long time, so there is _____ everywhere. [23]
dust	v.	撢掉灰塵	Mrs. Lin is busy _____ing the table and bookshelf. [24]
freezer	n.	冷凍庫	I put the fresh steaks in the _____ to preserve them better. [24]
hanger	n.	衣架	My roommate needs more _____s to hang all his shirts and pants. [24]
hay	n.	乾草	When there is no grass in winter, they feed the cows on _____. [24]
inspect	v.	檢查	The police _____ed the scene of the crime, trying to figure out what had happened. [24]
jelly	n.	果凍	Children like to have _____ for dessert. [25]
lily	n.	百合花	The meaning of _____ies is purity. [25]
mankind	n.	人類	Discovering fire is one of the most important events in the history of _____. [25]
monk	n.	僧侶	The Catholic _____s lead a simple life in the monastery. [25]
passenger	n.	乘客	All the _____s in a car must fasten their seat belts. [25]
pine	n.	松樹	We like to take a walk in the _____ forest. [26]
poster	n.	海報	Some students are putting up _____s for the Christmas Eve party. [26]
rob	v.	搶劫	My cousin was _____bed of his wallet in the park. [26]
sensible	adj.	明智的	It is _____ of Jimmy to follow his father's advice. [26]
sexy	adj.	性感的	I think the actor is very _____. [26]
spinach	n.	菠菜	_____ is rich in iron. [27]
sweat	n.	汗水	The worker wiped the _____ off his face with a towel. [27]
sweat	v.	流汗	Karen _____ed heavily after she finished the marathon. [27]
talkative	adj.	健談的	I can't stand my colleague anymore! She is too _____. [27]
trader	n.	商人	Mr. Wu is a local _____ who sells farm tools in the small town. [28]
weed	n.	雜草	Leo has removed the _____s from his garden. [28]
weed	v.	除草	It is my turn to _____ the yard today. [28]
alley	n.	小巷	It is dangerous to walk in a dark _____ alone at night. [28]
berry	n.	莓果	Rich in antioxidants, _____ies are able to prevent heart disease and certain types of cancer. [28]
canyon	n.	峽谷	The view of the Grand _____ in the United States is splendid. [29]
collar	n.	衣領	Ian was so mad that he grabbed the man by the _____ and was about to hit him. [29]
deed	n.	行為	By doing simple good _____s, you can bring happiness to people around you. [29]
echo	n.	回音	The reflection of sounds causes the _____es in the tunnel. [29]
echo	v.	產生回音	The howls made by the wolves _____ed around the canyon. [30]
fright	n.	驚嚇	People got such a _____ when a fire broke out at the local factory during the night. [30]
hasty	adj.	匆忙的	You had better think twice, or you may regret your _____ decision. [30]
heel	n.	腳跟	The new pair of shoes hurt my _____s. [31]
heel	v.	給(鞋)換鞋跟	My leather shoes have worn down at the _____, so I get them _____ed. [31]
inspector	n.	檢查員	While you are taking a train, a ticket _____ will check your ticket to ensure that you have paid the fare. [31]
joyful	adj.	充滿喜悅的	The square is filled with _____ people celebrating the passing of the War. [31]
lively	adj.	活潑的	We had a _____ discussion about the school fair in class today. [32]
marvelous	adj.	極好的	We had a _____ time at the Christmas party. [32]
monster	n.	怪物	There are _____s in the stories of Greek mythology. [32]
passport	n.	護照	That man was arrested because he held a false _____. [32]
pitch	n.	音高，程度	The movie audiences kept crying out at the highest _____ during watching the horror movie. [33]
pitch	v.	投擲	The gang of youths _____ed stones to break the windows. [33]
postpone	v.	延期	The baseball game has been _____d until next Tuesday. [33]
postponement	n.	延期	The outbreak of the virus forced the _____ of all the planned large-scale events. [33]
robbery	n.	搶劫	There were four _____ies in the neighborhood last month, and the police were trying to trace the criminal. [34]
shadow	n.	影子	The dog was barking at his own _____. [34]
shadow	v.	尾隨	The police have _____ed the wanted man for several days. [34]
shrink	v.	縮水	This sweater will _____ if you wash it in the washing machine. [34]
spit	v.	吐出	The boy drank the milk but _____ it out immediately because he found it had gone sour. [35]
spit	n.	口水	Anna couldn't stop coughing because she was choked by her own _____. [35]
swell	v.	腫脹	Put some ice on your injured ankle before it _____s up. [35]
swell	n.	波浪的湧動	Watching the _____ of the waves, I feel calm and peaceful. [36]
tank	n.	水箱，油箱	The car flipped and crashed and the oil leaked from holes in the _____. [36]
trail	n.	步道，痕跡	The hiker wandered from the mountain _____ and got lost. [36]
trail	v.	拖曳	The child _____ed his coat behind him. [36]
weep	v.	哭泣	The lady _____t bitterly for the loss of her husband. [36]
almond	n.	杏仁	I think the smell of toasted _____s is wonderful, but my sister thinks it's awful. [37]
bet	v.	打賭	I wouldn't _____ on that horse if I were you. [37]
bet	n.	打賭	My friend and I have got a _____ on who will get higher score for the test. [37]
carpet	n.	地毯	We have fitted _____s in every room in the new house. [37]
carpet	v.	鋪地毯	The hotel lobby was _____ed in red. [38]
colony	n.	殖民地	India was once a British _____. [38]
colonize	v.	殖民	Hong Kong was _____d by the British Empire after the First Opium War. [38]
deepen	v.	加深	The teacher tried various ways to _____ the students' understanding of the economic theory. [38]
elbow	n.	手肘	It is bad manners to rest your _____s on the table. [38]
hatch	n.	艙口	The cook passes the dishes through the serving _____. [39]
hatch	v.	孵化	Chicken eggs usually take 21 days to _____. [39]
hire	v.	租用，雇用	The sales department _____d a bus for the company trip. [39]
hire	n.	租用	The sharing economy is booming. Bikes, motorcycles, cars, and even houses are for _____. [39]
interrupt	v.	打斷	Don't _____ me while I'm speaking. [40]
junior	adj.	資淺的，較年幼的	Mike is _____ to me in the company. [40]
junior	n.	大三學生，年少者	Donna is a _____ in college. [40]
lobby	n.	大廳	The lawyer will meet his client in the hotel _____. [40]
meadow	n.	草地	A flock of sheep is grazing in the _____. [40]
monthly	adj.	每月的	Fortune is a _____ magazine. Each month a new issue is published. [40]
monthly	adv.	每月地	White-collar workers are usually paid _____. [41]
monthly	n.	月刊	Since reading habits are changing, the publisher decided to discontinue the _____. [41]
pave	v.	鋪設	The road is _____d with asphalt. [41]
pavement	n.	人行道	The students are walking on the _____ toward the school. [41]
pity	n.	同情，遺憾	Rita feels _____ for those who lost their homes during the earthquake. [42]
pity	v.	同情	Emily _____ies her brother having to work under such pressure. [42]
pitiful	adj.	可憐的	The stray dog was a _____ sight. [42]
pottery	n.	陶器	After Mandy retired, she took up the hobby of making _____. [42]
robe	n.	長袍，浴袍	After the shower, Henry put on a _____ and went to the bedroom. [43]
shallow	adj.	淺的	The river is _____ here, and you can walk across it. [43]
sigh	n.	嘆氣	Hearing her sons fighting again, the mother let out a _____ of disappointment. [43]
sigh	v.	嘆氣	Daniel _____ed with relief when he heard the good news. [43]
splash	n.	濺水聲	Molly dived into the pool with a _____. [44]
splash	v.	潑灑	Before jumping into the water, the swimmer _____ed cold water all over his body. [44]
swift	adj.	迅速的	_____ action must be taken to stop the disease from spreading. [44]
tow	n.	拖，拉	A wrecker gave me a _____ when my car broken down on the way home. [44]
tow	v.	拖，拉	The wrecked car was _____ed away to a nearby garage. [45]
tray	n.	托盤	The waiter carried some drinks on a _____. [45]
whip	n.	鞭子	The man lashed his horse with a _____. [45]
whip	v.	鞭打	The cruel master _____ped his servant who made a mistake. [45]
alphabet	n.	字母	"The A.B.C." is a famous _____ song. [45]
alphabetic	adj.	字母的	Arrange these words in _____ order. [45]
bleed	v.	流血	Sam's finger was _____ing because he cut it by accident. [46]
carriage	n.	馬車，車廂	The queen rode in a _____ at the parade. [46]
comma	n.	逗號	A _____ is a sign used to separate different parts of a sentence. [46]
dessert	n.	甜點	I like to eat ice cream for _____. [46]
elect	v.	選舉	Who will the citizens _____ for mayor? [46]
elect	adj.	當選的	The president _____ will take office in May. [47]
gallon	n.	加侖	How much does a _____ of gasoline cost now? [47]
hateful	adj.	令人討厭的	The smell and taste of coriander is very _____ to some people. [47]
historic	adj.	具歷史意義的	There are many _____ sites on the island. [47]
invitation	n.	邀請	Instead of accepting the _____, the Internet celebrity turned it down. [47]
kangaroo	n.	袋鼠	_____s and koalas are native to Australia. [48]
lock	n.	鎖	We had changed the _____ after the house was broken in. [48]
lock	v.	鎖上	Be sure to _____ up the classroom when you leave. [48]
meaningful	adj.	有意義的	You can make your life more _____ by helping others. [48]
moth	n.	蛾	_____s which cause serious damage to fruit farms are one of the common pests. [49]
pea	n.	豌豆	Gina cooked roast chicken with _____s and potatoes for dinner. [49]
portrait	n.	肖像	There is a _____ of the president on the wall. [49]
powder	n.	粉末	The nurse ground the medicine into _____ for the kid to swallow. [49]
powder	v.	擦粉	The YouTuber teaches the viewers how to _____ their faces in this video. [50]
rocket	n.	火箭	The government will increase the budget for the space program and launch more _____s into outer space. [50]
shepherd	n.	牧羊人	There is always a close bond between a _____ and his sheep. [50]
sincere	adj.	真誠的	Tim thinks Anna was not _____ in what she said. [50]
spoil	v.	破壞，寵壞	Eating snacks before dinner can _____ your appetite. [51]
tailor	n.	裁縫師	Kenton works as a _____ for the royal family. [51]
transport	n.	運輸	The employee is responsible for air _____ of supplies. [51]
transport	v.	運輸	The company often _____s goods between the two places. [52]
tribe	n.	部落	The whole _____ was wiped out by smallpox. [52]
wicked	adj.	邪惡的	There are usually brave young men, beautiful ladies, and _____ witches in fairy tales. [52]
amaze	v.	使驚訝	Doris _____d her friends by leaving her well-paid job to join the non-profit organization. [52]
amazement	n.	驚訝	I watched the animal show with _____, in which all the animals could count. [53]
amazed	adj.	感到驚訝的	I always remember the _____ expression on Joe's face when he heard the news. [53]
amazing	adj.	令人驚訝的	The boy ran at an _____ speed as if he had seen a ghost. [53]
bless	v.	祝福	The priest _____ed the newlyweds. [53]
cart	n.	手推車	We need a shopping _____ because we will buy a lot of things today. [54]
cart	v.	運送	Volunteers collected up the trash from the beach and then _____ed it away. [54]
confuse	v.	使困惑	I sometimes _____ Ray with his twin brother. [54]
confused	adj.	感到困惑的	Tina is _____ about Rita's decision of quitting the well-paid job. [54]
gamble	v.	賭博	Whether you _____ on horses or games, you have to take the risk of losing money. [55]
headline	n.	標題	Stacy barely had time to read the _____s before leaving for work. [55]
headline	v.	以...為標題	The news was _____d "Unhealthy Happiness." [55]
holder	n.	持有者	Tom broke the record and became the _____ of the world record. [55]
ivory	n.	象牙	The ban on the _____ trade aims to protect the wild elephants. [56]
ivory	adj.	象牙色的	The _____ dress looks good on you. [56]
keyboard	n.	鍵盤	The computer accepts input from the _____ or the microphone. [56]
lollipop	n.	棒棒糖	The babysitter gave the little boy a _____ to stop him from crying. [56]
minus	prep.	減去	Nine _____ two is seven. [57]
minus	n.	負號	Don't forget to put a _____ before a number less than zero. [57]
minus	adj.	負的	The temperature will fall to _____ ten tomorrow. [57]
napkin	n.	餐巾	I wiped my mouth with a _____. [57]
peanut	n.	花生	The salted _____s are too tasty to stop eating. [57]
pour	v.	倒，傾盆而下	The waiter is _____ing wine for guests at the table. [57]
producer	n.	生產者，製作人	Brazil is one of the leading coffee _____s in the world. [58]
romantic	adj.	浪漫的	It is said that Paris is one of the most _____ cities in the world. [58]
romantic	n.	浪漫主義者	Vivian is a hopeless _____. [58]
shiny	adj.	閃亮的	Tom has a _____ new car. [58]
skip	v.	略過，跳耀	The kids _____ped down the pavement happily after school. [58]
skip	n.	跳躍	The little boy gave a _____ of excitement. [59]
spray	n.	水花，噴霧	We sat on the beach and enjoyed the _____ from the sea. [59]
spray	v.	噴灑	Molly _____ed the plants with some water. [59]
tame	adj.	溫馴的	It is said that the power of love can transform a wild creature into a _____ one. [59]
tame	v.	馴服	It is not easy to _____ a lion. [59]
tricky	adj.	狡猾的，棘手的	Foxes are considered to be _____ in many stories. [60]
troop	n.	軍隊，群	A _____ of tourists was getting off the bus. [60]
widen	v.	變寬	The river _____s as it flows. [60]
ambassador	n.	大使	Paul is the British _____ to Japan. [60]
blouse	n.	女裝襯衫	Mia wears a white silk _____ and a black skirt today. [60]
